,nombre,seguidores,foto,popularidad,generos
363,Snoop Dogg,9204446,https://i.scdn.co/image/ab6761610000e5eb9a398209a4ef3360dce2dec4,84,pop rap
363,Snoop Dogg,9204446,https://i.scdn.co/image/ab6761610000e5eb9a398209a4ef3360dce2dec4,84,rap
363,Snoop Dogg,9204446,https://i.scdn.co/image/ab6761610000e5eb9a398209a4ef3360dce2dec4,84,west coast rap
364,Wiz Khalifa,10888360,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,84,dance pop
364,Wiz Khalifa,10888360,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,84,hip hop
364,Wiz Khalifa,10888360,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,84,pittsburgh rap
364,Wiz Khalifa,10888360,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,84,pop rap
364,Wiz Khalifa,10888360,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,84,rap
364,Wiz Khalifa,10888360,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,84,southern hip hop
364,Wiz Khalifa,10888360,https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620,84,trap
365,Bruno Mars,46004612,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,90,dance pop
365,Bruno Mars,46004612,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,90,pop
366,Pharrell Williams,4118982,https://i.scdn.co/image/ab6761610000e5ebdeeefa8e7621458ef859ab77,82,hip hop
366,Pharrell Williams,4118982,https://i.scdn.co/image/ab6761610000e5ebdeeefa8e7621458ef859ab77,82,pop rap
367,Spanish Music,2420,,2,
368,Michael Jackson,25810760,https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa,84,pop
368,Michael Jackson,25810760,https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa,84,r&b
368,Michael Jackson,25810760,https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa,84,soul
369,Amaral,713224,https://i.scdn.co/image/ab6761610000e5eb3fcf8e1453f6cf646cadcdb1,60,cantautor
369,Amaral,713224,https://i.scdn.co/image/ab6761610000e5eb3fcf8e1453f6cf646cadcdb1,60,latin arena pop
369,Amaral,713224,https://i.scdn.co/image/ab6761610000e5eb3fcf8e1453f6cf646cadcdb1,60,latin pop
369,Amaral,713224,https://i.scdn.co/image/ab6761610000e5eb3fcf8e1453f6cf646cadcdb1,60,musica aragonesa
369,Amaral,713224,https://i.scdn.co/image/ab6761610000e5eb3fcf8e1453f6cf646cadcdb1,60,spanish pop
369,Amaral,713224,https://i.scdn.co/image/ab6761610000e5eb3fcf8e1453f6cf646cadcdb1,60,spanish pop rock
369,Amaral,713224,https://i.scdn.co/image/ab6761610000e5eb3fcf8e1453f6cf646cadcdb1,60,spanish rock
370,Billy Ray Cyrus,222760,https://i.scdn.co/image/ab6761610000e5eb440230373e8ffaf11c36f96d,66,country
370,Billy Ray Cyrus,222760,https://i.scdn.co/image/ab6761610000e5eb440230373e8ffaf11c36f96d,66,country rock
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,alternative dance
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,art pop
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,chamber psych
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,dark synthpop
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,dream pop
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,electroclash
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,electronica
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,electropop
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,indietronica
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,neo-synthpop
371,Ladytron,252565,https://i.scdn.co/image/ab6761610000e5eb6f2fb23090fe428f602ab46d,54,new rave
372,Logic,5840953,https://i.scdn.co/image/ab6761610000e5ebc0f43abdba90d508842d7367,78,conscious hip hop
372,Logic,5840953,https://i.scdn.co/image/ab6761610000e5ebc0f43abdba90d508842d7367,78,dmv rap
372,Logic,5840953,https://i.scdn.co/image/ab6761610000e5ebc0f43abdba90d508842d7367,78,hip hop
372,Logic,5840953,https://i.scdn.co/image/ab6761610000e5ebc0f43abdba90d508842d7367,78,pop rap
372,Logic,5840953,https://i.scdn.co/image/ab6761610000e5ebc0f43abdba90d508842d7367,78,rap
373,Sam Smith,21552945,https://i.scdn.co/image/ab6761610000e5eb10ca40ea0b0b5082dba0ff75,90,pop
373,Sam Smith,21552945,https://i.scdn.co/image/ab6761610000e5eb10ca40ea0b0b5082dba0ff75,90,uk pop
374,Kim Petras,852757,https://i.scdn.co/image/ab6761610000e5eb8bc2840ac9c56902f5b9574c,83,dance pop
374,Kim Petras,852757,https://i.scdn.co/image/ab6761610000e5eb8bc2840ac9c56902f5b9574c,83,electropop
374,Kim Petras,852757,https://i.scdn.co/image/ab6761610000e5eb8bc2840ac9c56902f5b9574c,83,pop
374,Kim Petras,852757,https://i.scdn.co/image/ab6761610000e5eb8bc2840ac9c56902f5b9574c,83,post-teen pop
374,Kim Petras,852757,https://i.scdn.co/image/ab6761610000e5eb8bc2840ac9c56902f5b9574c,83,transpop
375,DJ Shaan,2476,https://i.scdn.co/image/ab6761610000e5eb2434de9881236949059cf663,44,indian edm
376,Rittz,662621,https://i.scdn.co/image/ab6761610000e5ebce3c73481367f5ad1961ef2d,58,atl hip hop
376,Rittz,662621,https://i.scdn.co/image/ab6761610000e5ebce3c73481367f5ad1961ef2d,58,country rap
376,Rittz,662621,https://i.scdn.co/image/ab6761610000e5ebce3c73481367f5ad1961ef2d,58,pop rap
376,Rittz,662621,https://i.scdn.co/image/ab6761610000e5ebce3c73481367f5ad1961ef2d,58,southern hip hop
376,Rittz,662621,https://i.scdn.co/image/ab6761610000e5ebce3c73481367f5ad1961ef2d,58,trap
377,Mike Posner,1324735,https://i.scdn.co/image/ab6761610000e5eb5ca6c70cd9661b2eca98999f,71,dance pop
377,Mike Posner,1324735,https://i.scdn.co/image/ab6761610000e5eb5ca6c70cd9661b2eca98999f,71,edm
377,Mike Posner,1324735,https://i.scdn.co/image/ab6761610000e5eb5ca6c70cd9661b2eca98999f,71,pop
377,Mike Posner,1324735,https://i.scdn.co/image/ab6761610000e5eb5ca6c70cd9661b2eca98999f,71,pop rap
378,Formula V,84511,https://i.scdn.co/image/ab67616d0000b27368a166b0dfc68dcaeb073099,44,rumba
378,Formula V,84511,https://i.scdn.co/image/ab67616d0000b27368a166b0dfc68dcaeb073099,44,spanish invasion
378,Formula V,84511,https://i.scdn.co/image/ab67616d0000b27368a166b0dfc68dcaeb073099,44,spanish new wave
378,Formula V,84511,https://i.scdn.co/image/ab67616d0000b27368a166b0dfc68dcaeb073099,44,spanish pop
379,THE SCOTTS,182814,https://i.scdn.co/image/ab6761610000e5ebd51dd9e8a876c829dedcc8d1,60,
380,The Weeknd,57464081,https://i.scdn.co/image/ab6761610000e5ebb5f9e28219c169fd4b9e8379,98,canadian contemporary r&b
380,The Weeknd,57464081,https://i.scdn.co/image/ab6761610000e5ebb5f9e28219c169fd4b9e8379,98,canadian pop
380,The Weeknd,57464081,https://i.scdn.co/image/ab6761610000e5ebb5f9e28219c169fd4b9e8379,98,pop
381,Nic Fanciulli,63490,https://i.scdn.co/image/ab6761610000e5ebb51d8f9363e9914734cad8a8,44,
382,RETNA,663,https://i.scdn.co/image/ab6761610000e5eb02aa71df5e22a15e6934a127,36,
383,John Summit,111721,https://i.scdn.co/image/ab6761610000e5ebd303aa4b68de27fb783f5f73,67,edm
383,John Summit,111721,https://i.scdn.co/image/ab6761610000e5ebd303aa4b68de27fb783f5f73,67,electro house
383,John Summit,111721,https://i.scdn.co/image/ab6761610000e5ebd303aa4b68de27fb783f5f73,67,house
383,John Summit,111721,https://i.scdn.co/image/ab6761610000e5ebd303aa4b68de27fb783f5f73,67,pop dance
384,Matthias Tanzmann,26579,https://i.scdn.co/image/ab6761610000e5eb32cbbc6857cfd4ec934e9a98,30,german house
384,Matthias Tanzmann,26579,https://i.scdn.co/image/ab6761610000e5eb32cbbc6857cfd4ec934e9a98,30,german techno
384,Matthias Tanzmann,26579,https://i.scdn.co/image/ab6761610000e5eb32cbbc6857cfd4ec934e9a98,30,leipzig electronic
384,Matthias Tanzmann,26579,https://i.scdn.co/image/ab6761610000e5eb32cbbc6857cfd4ec934e9a98,30,minimal tech house
384,Matthias Tanzmann,26579,https://i.scdn.co/image/ab6761610000e5eb32cbbc6857cfd4ec934e9a98,30,minimal techno
384,Matthias Tanzmann,26579,https://i.scdn.co/image/ab6761610000e5eb32cbbc6857cfd4ec934e9a98,30,tech house
385,Black Circle,2376,https://i.scdn.co/image/ab6761610000e5ebef459a6b0eb62356a056b93a,34,
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,alternative dance
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,alternative rock
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,dance rock
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,dance-punk
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,electronic rock
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,electronica
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,indie rock
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,indietronica
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,modern rock
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,new rave
386,LCD Soundsystem,996825,https://i.scdn.co/image/ab6761610000e5eb6a0838a408f8c9cf82915ac8,61,rock
387,Bonobo,1287369,https://i.scdn.co/image/ab6761610000e5eb37af35b51a7c9b689d86779a,66,downtempo
387,Bonobo,1287369,https://i.scdn.co/image/ab6761610000e5eb37af35b51a7c9b689d86779a,66,electronica
387,Bonobo,1287369,https://i.scdn.co/image/ab6761610000e5eb37af35b51a7c9b689d86779a,66,jazztronica
387,Bonobo,1287369,https://i.scdn.co/image/ab6761610000e5eb37af35b51a7c9b689d86779a,66,nu jazz
387,Bonobo,1287369,https://i.scdn.co/image/ab6761610000e5eb37af35b51a7c9b689d86779a,66,trip hop
388,Lucy Dacus,313409,https://i.scdn.co/image/ab6761610000e5eb312e950a378c56701bd2584c,68,art pop
388,Lucy Dacus,313409,https://i.scdn.co/image/ab6761610000e5eb312e950a378c56701bd2584c,68,indie pop
388,Lucy Dacus,313409,https://i.scdn.co/image/ab6761610000e5eb312e950a378c56701bd2584c,68,indie rock
389,Saez,267370,https://i.scdn.co/image/ab6761610000e5ebca9e1c797e97173c72311bd3,54,chanson
389,Saez,267370,https://i.scdn.co/image/ab6761610000e5ebca9e1c797e97173c72311bd3,54,french pop
389,Saez,267370,https://i.scdn.co/image/ab6761610000e5ebca9e1c797e97173c72311bd3,54,french reggae
389,Saez,267370,https://i.scdn.co/image/ab6761610000e5ebca9e1c797e97173c72311bd3,54,french rock
390,SomethingALaMode,15269,https://i.scdn.co/image/1f7dee2784ea4ff58b5bd91b00d26d930d419abd,29,
391,K.Flay,510484,https://i.scdn.co/image/ab6761610000e5eb54e0f1d634257e7f618c4d56,68,electropop
391,K.Flay,510484,https://i.scdn.co/image/ab6761610000e5eb54e0f1d634257e7f618c4d56,68,escape room
391,K.Flay,510484,https://i.scdn.co/image/ab6761610000e5eb54e0f1d634257e7f618c4d56,68,hip pop
391,K.Flay,510484,https://i.scdn.co/image/ab6761610000e5eb54e0f1d634257e7f618c4d56,68,modern rock
392,Justice,1099290,https://i.scdn.co/image/ab6761610000e5eb7c8d2eb76dc05630521eefa4,61,alternative dance
392,Justice,1099290,https://i.scdn.co/image/ab6761610000e5eb7c8d2eb76dc05630521eefa4,61,electro house
392,Justice,1099290,https://i.scdn.co/image/ab6761610000e5eb7c8d2eb76dc05630521eefa4,61,electronica
392,Justice,1099290,https://i.scdn.co/image/ab6761610000e5eb7c8d2eb76dc05630521eefa4,61,filter house
392,Justice,1099290,https://i.scdn.co/image/ab6761610000e5eb7c8d2eb76dc05630521eefa4,61,new rave
393,Mr. Oizo,206693,https://i.scdn.co/image/ab6761610000e5eb02b5851e1d1769748d64b908,49,alternative dance
393,Mr. Oizo,206693,https://i.scdn.co/image/ab6761610000e5eb02b5851e1d1769748d64b908,49,electro house
393,Mr. Oizo,206693,https://i.scdn.co/image/ab6761610000e5eb02b5851e1d1769748d64b908,49,filter house
393,Mr. Oizo,206693,https://i.scdn.co/image/ab6761610000e5eb02b5851e1d1769748d64b908,49,new rave
394,Black Eyed Peas,7194857,https://i.scdn.co/image/ab6761610000e5ebabab30b094128cf4c0f2cef1,83,dance pop
394,Black Eyed Peas,7194857,https://i.scdn.co/image/ab6761610000e5ebabab30b094128cf4c0f2cef1,83,pop
394,Black Eyed Peas,7194857,https://i.scdn.co/image/ab6761610000e5ebabab30b094128cf4c0f2cef1,83,pop rap
395,Billie The Vision & The Dancers,24377,https://i.scdn.co/image/ab6761610000e5eb5b5ca71da3bb90465ad77492,38,swedish indie pop
396,Herman Düne,32662,https://i.scdn.co/image/ab6761610000e5ebfcf4501beed2eb9b7797eba6,40,anti-folk
397,Kesha,7505934,https://i.scdn.co/image/ab6761610000e5ebf271138f95fbe8188d909d50,77,dance pop
397,Kesha,7505934,https://i.scdn.co/image/ab6761610000e5ebf271138f95fbe8188d909d50,77,pop
397,Kesha,7505934,https://i.scdn.co/image/ab6761610000e5ebf271138f95fbe8188d909d50,77,post-teen pop
398,Britney Spears,11845978,https://i.scdn.co/image/ab6761610000e5eb4e7e6ded87a4e0f65b5afcec,82,dance pop
398,Britney Spears,11845978,https://i.scdn.co/image/ab6761610000e5eb4e7e6ded87a4e0f65b5afcec,82,pop
399,Katy Perry,24891168,https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6,86,dance pop
399,Katy Perry,24891168,https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6,86,pop
400,Sia,25556856,https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f,87,australian dance
400,Sia,25556856,https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f,87,australian pop
400,Sia,25556856,https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f,87,dance pop
400,Sia,25556856,https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f,87,pop
401,Tony Cruz,380,https://i.scdn.co/image/ab67616d0000b273a76c7c1a2df6b66bb746515f,33,
402,Universal Band,1866,https://i.scdn.co/image/ab67616d0000b273702ffb13f1e7ee3c9428c80b,28,anthem
403,Hatari,50679,https://i.scdn.co/image/ab6761610000e5eb4670363aa148e4fc41cd4fef,37,icelandic electronic
403,Hatari,50679,https://i.scdn.co/image/ab6761610000e5eb4670363aa148e4fc41cd4fef,37,icelandic post-punk
403,Hatari,50679,https://i.scdn.co/image/ab6761610000e5eb4670363aa148e4fc41cd4fef,37,icelandic punk
403,Hatari,50679,https://i.scdn.co/image/ab6761610000e5eb4670363aa148e4fc41cd4fef,37,icelandic rock
404,KALEO,1516622,https://i.scdn.co/image/ab6761610000e5ebece7abde99be7145c0cbbe21,70,icelandic indie
404,KALEO,1516622,https://i.scdn.co/image/ab6761610000e5ebece7abde99be7145c0cbbe21,70,icelandic rock
404,KALEO,1516622,https://i.scdn.co/image/ab6761610000e5ebece7abde99be7145c0cbbe21,70,modern alternative rock
405,Of Monsters and Men,3447513,https://i.scdn.co/image/ab6761610000e5ebce5451b5cc60faf1992e969a,70,folk-pop
405,Of Monsters and Men,3447513,https://i.scdn.co/image/ab6761610000e5ebce5451b5cc60faf1992e969a,70,metropopolis
405,Of Monsters and Men,3447513,https://i.scdn.co/image/ab6761610000e5ebce5451b5cc60faf1992e969a,70,modern rock
405,Of Monsters and Men,3447513,https://i.scdn.co/image/ab6761610000e5ebce5451b5cc60faf1992e969a,70,pop rock
405,Of Monsters and Men,3447513,https://i.scdn.co/image/ab6761610000e5ebce5451b5cc60faf1992e969a,70,stomp and holler
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,art pop
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,experimental pop
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,experimental vocal
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,icelandic experimental
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,icelandic pop
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,icelandic singer-songwriter
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,metropopolis
406,Björk,1739164,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,65,permanent wave
407,Hjálmar,12531,https://i.scdn.co/image/ab6761610000e5eb7353fbb3d995a3001b82c1e3,31,classic icelandic pop
407,Hjálmar,12531,https://i.scdn.co/image/ab6761610000e5eb7353fbb3d995a3001b82c1e3,31,icelandic folk
407,Hjálmar,12531,https://i.scdn.co/image/ab6761610000e5eb7353fbb3d995a3001b82c1e3,31,icelandic pop
408,SUPER JUNIOR,2325093,https://i.scdn.co/image/ab6761610000e5ebe9996e5d7c5b769b2b26ff1a,63,k-pop
408,SUPER JUNIOR,2325093,https://i.scdn.co/image/ab6761610000e5ebe9996e5d7c5b769b2b26ff1a,63,k-pop boy group
409,K/DA,1808882,https://i.scdn.co/image/ab6761610000e5ebdc1dc943555dfa1ee2a107e5,67,k-pop girl group
410,Madison Beer,5615203,https://i.scdn.co/image/ab6761610000e5ebb61d3f392c4b11e9e54280a9,74,alt z
410,Madison Beer,5615203,https://i.scdn.co/image/ab6761610000e5ebb61d3f392c4b11e9e54280a9,74,dance pop
410,Madison Beer,5615203,https://i.scdn.co/image/ab6761610000e5ebb61d3f392c4b11e9e54280a9,74,pop
410,Madison Beer,5615203,https://i.scdn.co/image/ab6761610000e5ebb61d3f392c4b11e9e54280a9,74,post-teen pop
411,Shayne Orok,376011,https://i.scdn.co/image/ab6761610000e5eb364d5925c568ae8ab967e4bd,59,
412,Ojete Calor,44680,https://i.scdn.co/image/ab6761610000e5ebdf17517eb0d73e39f3ccb31c,43,spanish electropop
413,Rocío Jurado,389816,https://i.scdn.co/image/ab6761610000e5eb6f86ee20bdee2fe507d14785,51,cancion melodica
413,Rocío Jurado,389816,https://i.scdn.co/image/ab6761610000e5eb6f86ee20bdee2fe507d14785,51,copla
414,Raphael,725058,https://i.scdn.co/image/ab6761610000e5eb96822478799640119e30628a,61,
415,Julio Iglesias,2414970,https://i.scdn.co/image/ab6761610000e5ebeb26b397cfc1d5b785296cdd,70,latin pop
416,Ivan Ferreiro,225258,https://i.scdn.co/image/ab6761610000e5eb116970b13ddd826d118dc4d3,55,cantautor
416,Ivan Ferreiro,225258,https://i.scdn.co/image/ab6761610000e5eb116970b13ddd826d118dc4d3,55,latin rock
416,Ivan Ferreiro,225258,https://i.scdn.co/image/ab6761610000e5eb116970b13ddd826d118dc4d3,55,spanish indie pop
416,Ivan Ferreiro,225258,https://i.scdn.co/image/ab6761610000e5eb116970b13ddd826d118dc4d3,55,spanish rock
417,Viceversa,2101,https://i.scdn.co/image/ab6761610000e5ebc804254e0e2ec1982303faf6,31,spanish synthpop
418,OBK,113583,https://i.scdn.co/image/ab6761610000e5ebe6babb2ec43deda3e912b5e3,52,spanish new wave
418,OBK,113583,https://i.scdn.co/image/ab6761610000e5ebe6babb2ec43deda3e912b5e3,52,spanish pop
418,OBK,113583,https://i.scdn.co/image/ab6761610000e5ebe6babb2ec43deda3e912b5e3,52,spanish synthpop
419,Kraftwerk,678183,https://i.scdn.co/image/ab6761610000e5ebc46999e5afaf35c91cbe652b,54,dusseldorf electronic
419,Kraftwerk,678183,https://i.scdn.co/image/ab6761610000e5ebc46999e5afaf35c91cbe652b,54,early synthpop
419,Kraftwerk,678183,https://i.scdn.co/image/ab6761610000e5ebc46999e5afaf35c91cbe652b,54,electro
419,Kraftwerk,678183,https://i.scdn.co/image/ab6761610000e5ebc46999e5afaf35c91cbe652b,54,new romantic
419,Kraftwerk,678183,https://i.scdn.co/image/ab6761610000e5ebc46999e5afaf35c91cbe652b,54,new wave
419,Kraftwerk,678183,https://i.scdn.co/image/ab6761610000e5ebc46999e5afaf35c91cbe652b,54,proto-techno
419,Kraftwerk,678183,https://i.scdn.co/image/ab6761610000e5ebc46999e5afaf35c91cbe652b,54,synthpop
420,Tam Tam Go!,85875,https://i.scdn.co/image/ab6761610000e5ebd2ea88dc4dce24e800bea2c4,42,indie extremena
420,Tam Tam Go!,85875,https://i.scdn.co/image/ab6761610000e5ebd2ea88dc4dce24e800bea2c4,42,spanish new wave
420,Tam Tam Go!,85875,https://i.scdn.co/image/ab6761610000e5ebd2ea88dc4dce24e800bea2c4,42,spanish pop
420,Tam Tam Go!,85875,https://i.scdn.co/image/ab6761610000e5ebd2ea88dc4dce24e800bea2c4,42,spanish pop rock
421,Tino Casal,96617,https://i.scdn.co/image/ab6761610000e5eb94fea7d603a6b0f704a2c554,41,spanish new wave
421,Tino Casal,96617,https://i.scdn.co/image/ab6761610000e5eb94fea7d603a6b0f704a2c554,41,spanish pop
422,Azul Y Negro,14062,https://i.scdn.co/image/ab67616d0000b273cc9b466029a6bcdf4eb02196,28,spanish new wave
423,Chimo Bayo,10761,https://i.scdn.co/image/ab67616d0000b273cfc0fb4c8957d6bd538423e5,35,makina
423,Chimo Bayo,10761,https://i.scdn.co/image/ab67616d0000b273cfc0fb4c8957d6bd538423e5,35,ruta destroy
424,Dune,152,https://i.scdn.co/image/ab6761610000e5ebeda85ba0e67df77e9eba3d79,9,
425,Luis Miguel,11463387,https://i.scdn.co/image/ab6761610000e5eb6481401e529e475116702a29,83,bolero
425,Luis Miguel,11463387,https://i.scdn.co/image/ab6761610000e5eb6481401e529e475116702a29,83,latin pop
426,Elvis Crespo,928462,https://i.scdn.co/image/ab6761610000e5eb8c145958cd0bf70d695ac0f0,66,latin pop
426,Elvis Crespo,928462,https://i.scdn.co/image/ab6761610000e5eb8c145958cd0bf70d695ac0f0,66,tropical
427,Bobby Helms,29924,https://i.scdn.co/image/1dcd3f5d64a65f19d085b8e78746e457bd2d2e05,71,adult standards
428,Funny Minions Guys,23344,https://i.scdn.co/image/ab6761610000e5eb8d2e0273444ffe3fa165b1e2,48,
429,The Chainsmokers,19873612,https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50,82,dance pop
429,The Chainsmokers,19873612,https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50,82,edm
429,The Chainsmokers,19873612,https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50,82,electropop
429,The Chainsmokers,19873612,https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50,82,pop
429,The Chainsmokers,19873612,https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50,82,pop dance
429,The Chainsmokers,19873612,https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50,82,tropical house
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,alt z
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,dance pop
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,edm
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,electropop
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,pop
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,pop dance
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,post-teen pop
430,Daya,1461938,https://i.scdn.co/image/ab6761610000e5eb5ce25fd2eab762a8cee5d200,71,tropical house
431,Alan Walker,36864881,https://i.scdn.co/image/ab6761610000e5ebce202eea14763b8b7696936e,82,electro house
432,UPSAHL,291902,https://i.scdn.co/image/ab6761610000e5eb81f0b68061a47f984efe165d,66,alt z
432,UPSAHL,291902,https://i.scdn.co/image/ab6761610000e5eb81f0b68061a47f984efe165d,66,electropop
432,UPSAHL,291902,https://i.scdn.co/image/ab6761610000e5eb81f0b68061a47f984efe165d,66,indie poptimism
432,UPSAHL,291902,https://i.scdn.co/image/ab6761610000e5eb81f0b68061a47f984efe165d,66,modern indie pop
432,UPSAHL,291902,https://i.scdn.co/image/ab6761610000e5eb81f0b68061a47f984efe165d,66,pop
432,UPSAHL,291902,https://i.scdn.co/image/ab6761610000e5eb81f0b68061a47f984efe165d,66,viral rap
433,Topic,196786,https://i.scdn.co/image/ab6761610000e5eb12438c54f566c9a0686d0d10,76,dance pop
433,Topic,196786,https://i.scdn.co/image/ab6761610000e5eb12438c54f566c9a0686d0d10,76,edm
433,Topic,196786,https://i.scdn.co/image/ab6761610000e5eb12438c54f566c9a0686d0d10,76,electro house
433,Topic,196786,https://i.scdn.co/image/ab6761610000e5eb12438c54f566c9a0686d0d10,76,german dance
433,Topic,196786,https://i.scdn.co/image/ab6761610000e5eb12438c54f566c9a0686d0d10,76,pop dance
433,Topic,196786,https://i.scdn.co/image/ab6761610000e5eb12438c54f566c9a0686d0d10,76,pop edm
433,Topic,196786,https://i.scdn.co/image/ab6761610000e5eb12438c54f566c9a0686d0d10,76,tropical house
434,A7S,42596,https://i.scdn.co/image/ab6761610000e5ebeb8c8179b711c9b105286df6,72,scandipop
435,Martin Garrix,15714795,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387,79,dance pop
435,Martin Garrix,15714795,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387,79,dutch edm
435,Martin Garrix,15714795,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387,79,edm
435,Martin Garrix,15714795,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387,79,electro house
435,Martin Garrix,15714795,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387,79,pop
435,Martin Garrix,15714795,https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387,79,pop dance
